DatasetID,ID,latitude,longitude,CommonName,SpeciesName,TSN,Count,DateTime,UploadDate,ResearchOrganization,Contact,Depth,SST
328,328_90,25.948517,-77.403267,Dwarf sperm whale,Kogia sima,180492,6,2002/01/20 14:57:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,39,26.55
328,328_88,25.945083,-77.347183,Dwarf sperm whale,Kogia sima,180492,1,2002/01/17 15:25:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,278,26.4
328,328_96,25.9945,-77.40625,Atlantic bottlenose dolphin - inshore type,Tursiops truncatus,180426,1,2002/02/03 09:37:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,2,26.475
328,328_48,25.898883,-77.284033,Pygmy sperm whale,Kogia breviceps,180491,2,2000/08/15 10:49:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,286,28.8
328,328_75,25.86915,-77.2945,Unknown Kogia species,Kogia,180490,1,2001/06/24 14:47:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,799,25.5
328,328_84,25.913567,-77.307933,Dwarf sperm whale,Kogia sima,180492,4,2001/10/25 11:10:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,284,25.8
328,328_141,25.9115,-77.352667,Dwarf sperm whale,Kogia sima,180492,5,2003/10/13 15:54:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,64,27
328,328_140,25.881117,-77.292433,Dwarf sperm whale,Kogia sima,180492,4,2003/10/13 14:29:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,597,26.1
328,328_133,25.972167,-77.395933,Blainville's beaked whale,Mesoplodon densirostris,180517,1,2003/08/24 10:31:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,285,26.925
328,328_185,25.929417,-77.36215,Dwarf sperm whale,Kogia sima,180492,3,2005/10/19 09:40:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,309,27.3
328,328_8,26.589467,-77.0566,Atlantic bottlenose dolphin - inshore type,Tursiops truncatus,180426,4,1997/08/27 13:02:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,1,27.226
328,328_2,26.4259,-77.016,Atlantic bottlenose dolphin - inshore type,Tursiops truncatus,180426,1,1997/08/14 09:39:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,1,26.325
328,328_15,26.65425,-77.142167,Atlantic bottlenose dolphin - inshore type,Tursiops truncatus,180426,1,1998/10/29 08:22:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,1,26.325
328,328_30,25.94195,-77.385983,Dwarf sperm whale,Kogia sima,180492,4,2000/07/09 07:48:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,NA,28.05
328,328_39,25.93595,-77.36035,Atlantic spotted dolphin,Stenella frontalis,552460,20,2000/08/09 12:29:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,309,28.05
328,328_65,25.903767,-77.271533,Dwarf sperm whale,Kogia sima,180492,6,2001/02/23 16:13:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,299,25.125
328,328_139,25.93715,-77.431333,Dwarf sperm whale,Kogia sima,180492,12,2003/10/13 11:04:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,17,26.85
328,328_166,26.420433,-77.012217,Atlantic bottlenose dolphin - inshore type,Tursiops truncatus,180426,3,2005/03/03 09:47:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,NA,27.6
328,328_157,25.953933,-77.410783,Blainville's beaked whale,Mesoplodon densirostris,180517,2,2004/07/22 10:24:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,1024,26.475
328,328_32,25.905283,-77.284033,Blainville's beaked whale,Mesoplodon densirostris,180517,7,2000/07/09 08:35:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,286,28.8
328,328_28,25.959,-77.357083,Blainville's beaked whale,Mesoplodon densirostris,180517,7,2000/07/06 10:03:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,58,28.05
328,328_44,25.904817,-77.292,Dwarf sperm whale,Kogia sima,180492,1,2000/08/14 16:21:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,374,28.8
328,328_56,25.967317,-77.3768,Dwarf sperm whale,Kogia sima,180492,3,2001/01/17 09:31:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,187,25.575
328,328_69,25.9943,-77.4099,Atlantic bottlenose dolphin - inshore type,Tursiops truncatus,180426,10,2001/03/24 15:50:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,40,25.725
328,328_59,25.904133,-77.2761,Dwarf sperm whale,Kogia sima,180492,8,2001/02/02 14:46:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,286,25.125
328,328_71,25.992317,-77.413567,Atlantic bottlenose dolphin - inshore type,Tursiops truncatus,180426,14,2001/04/05 11:43:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,40,25.725
328,328_89,25.936933,-77.349567,Dwarf sperm whale,Kogia sima,180492,7,2002/01/20 14:18:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,30,26.4
328,328_116,25.939933,-77.35085,Atlantic spotted dolphin,Stenella frontalis,552460,1,2002/08/12 11:49:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,306,26.4
328,328_152,25.905167,-77.293833,Blainville's beaked whale,Mesoplodon densirostris,180517,2,2004/06/13 11:24:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,374,26.325
328,328_162,25.97095,-77.404583,Blainville's beaked whale,Mesoplodon densirostris,180517,4,2004/07/30 11:10:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,285,26.475
328,328_160,25.899983,-77.282667,Cuvier's beaked whale,Ziphius cavirostris,180498,1,2004/07/26 09:29:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,286,26.325
328,328_169,25.89935,-77.280783,Unknown Kogia species,Kogia,180490,1,2005/06/16 14:18:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,286,27.275
328,328_51,25.8971,-77.295833,Blainville's beaked whale,Mesoplodon densirostris,180517,7,2000/08/19 09:38:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,374,28.8
328,328_81,25.878733,-77.249183,Pan-tropical spotted dolphin,Stenella attenuata,180430,2,2001/10/06 15:33:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,114,25.65
328,328_77,25.9958,-77.410517,Atlantic bottlenose dolphin - inshore type,Tursiops truncatus,180426,30,2001/07/08 15:58:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,40,25.725
328,328_92,25.993333,-77.418333,Atlantic bottlenose dolphin - inshore type,Tursiops truncatus,180426,9,2002/02/02 10:42:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,40,25.725
328,328_114,25.8988,-77.285283,Blainville's beaked whale,Mesoplodon densirostris,180517,3,2002/08/11 18:42:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,286,26.475
328,328_113,25.9028,-77.287433,Unknown small cetacean,Cetacea,180403,2,2002/08/11 18:41:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,286,25.95
328,328_107,25.91545,-77.340167,Dwarf sperm whale,Kogia sima,180492,4,2002/06/06 11:48:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,49,26.475
328,328_126,26.618217,-77.070633,Atlantic bottlenose dolphin - inshore type,Tursiops truncatus,180426,19,2003/03/03 10:50:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,1,26.475
328,328_125,25.960833,-77.387283,Blainville's beaked whale,Mesoplodon densirostris,180517,5,2003/02/26 11:03:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,187,26.4
328,328_134,25.925583,-77.370583,Dwarf sperm whale,Kogia sima,180492,3,2003/09/10 18:00:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,309,27
328,328_177,25.998917,-77.408567,Atlantic bottlenose dolphin - inshore type,Tursiops truncatus,180426,19,2005/07/13 11:02:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,40,28.35
328,328_175,25.90375,-77.324933,Dwarf sperm whale,Kogia sima,180492,4,2005/06/25 11:51:00,2006/06/06 13:20:37,Bahamas Marine Mammal Research Organisation,charlotte,557,26.7
